uid,d15N,d13C,sampleID,individualID
a77df345-b976-4afc-a0a0-c212f3c37d96,-2.7,-29.5,vOIarzMvGlgGYsjowt2fihK2TlKWC6gxYSqtpOQgn5E=,NEON.PLA.D07.ORNL.02493
e5ebfe9e-b4a8-4d04-8e49-6af6c096da31,-2.3,-29.3,vOIarzMvGlg04p2XhkcV4ubzj+23LgYTQ51SpDwliJE=,NEON.PLA.D07.ORNL.02477
867db27d-6522-42e2-8a06-17570853243c,-4.7,-28.9,vOIarzMvGlggtSAtpZokAazdbIV1gXuSaipiyRxuVpk=,NEON.PLA.D07.ORNL.04041
bd31cd0d-d8b1-4fd5-81ea-d4166ee63a51,-4,-30,vOIarzMvGlgA+4h+hI6kSYY7FX/QKGOy3ZD6elNJ5DA=,NEON.PLA.D07.ORNL.04093
9d1d1541-8eaf-44ad-93e2-a902ea9ff1f1,-4.2,-29.3,vOIarzMvGlgxc1J/YgiHbyg39cAsBSa2S/DZ1N1BBeM=,NEON.PLA.D07.ORNL.04078
3203aee8-aab1-4a4e-9803-feedb5825221,-3.2,-29.4,vOIarzMvGljqcaHti5RX4MbD/aC8cxeX0y7VDTdttVI=,NEON.PLA.D07.ORNL.00655
98019a5d-f1fb-40db-b6ad-f2d2eefa0e0c,-3.1,-29.3,vOIarzMvGli/jyfR0JsN+CRGHbHCa4khccNCOHiqvak=,NEON.PLA.D07.ORNL.09396
9aa61800-35d0-4b76-aeac-ff15da0e3f7e,-4.7,-29.8,vOIarzMvGlgUL6X8nUTHVzoVORji2FLFYo34UlxWR9w=,NEON.PLA.D07.ORNL.09388
68f37a82-6a26-480e-8db1-4460534f52fe,-3.8,-28.3,vOIarzMvGliqgT8LShYclzhzbztLvcGmiYyWpzEv+Vs=,NEON.PLA.D07.ORNL.09278
622eb16d-e76a-4ec4-9b2a-2f04359f0fb8,-4.2,-29,vOIarzMvGlgAlbr1qwG85cbrlx+iaqNMqDE0blr86UU=,NEON.PLA.D07.ORNL.04906
d11dd217-d951-4262-a3f7-114b8ea25db4,-2.8,-28.2,vOIarzMvGliwbC+EobvpkTosJSgXlPFVYXPJ345mvls=,NEON.PLA.D07.ORNL.04848
9d0b66e6-cc67-496e-a37f-37eccb1dbefa,-3.5,-30.6,vOIarzMvGlgxOaVJyQsDKzwAJs1YhXkUcaTjtKPcrIs=,NEON.PLA.D07.ORNL.04841
de0d5356-729c-404a-b0ad-a5a7ab45b113,-3.4,-30.6,vOIarzMvGlgxOaVJyQsDKzwAJs1YhXkUcaTjtKPcrIs=,NEON.PLA.D07.ORNL.04841
42fed6a0-dc19-4bef-b021-aa3ae7362e9b,3.6,-29.1,Nc+HNMhlqfsAhFo00mW98DxiUETxOpi89aDGrmcTVb0=,NEON.PLA.D08.DELA.12552
f982690c-2b7e-4642-9b19-b5b1ea12ab18,4.5,-30.1,Nc+HNMhlqftqTy1u6ZC0mcDZhrM56GNreDrZYbTy18Q=,NEON.PLA.D08.DELA.04948
9a5e97ba-bb9e-401a-b55a-6d3acfc61944,4.2,-31.4,Nc+HNMhlqfu2Elvk5YKLrDGF+5Kf6lJrkxOdRsqUcU0=,NEON.PLA.D08.DELA.04982
4a3804ae-3062-42af-ad4f-c17be826f272,3.8,-29.5,Nc+HNMhlqfubEIJhrJbaDsb7yj31PY9MpO8+dN+5GkY=,NEON.PLA.D08.DELA.04146
9889945e-34fc-46c4-926f-5e7f8f9ed06d,3.5,-29.9,Nc+HNMhlqfubEIJhrJbaDsb7yj31PY9MpO8+dN+5GkY=,NEON.PLA.D08.DELA.04146
f7d9457c-e98d-4e65-8aea-95d4da0a1fae,2.8,-30.7,Nc+HNMhlqfuEyRxypRJayAmYu8zBVJ+oNH4do/ab9eQ=,NEON.PLA.D08.DELA.04151
50bd21e8-284f-4d10-95de-ddb5a169e953,2.1,-29.8,Nc+HNMhlqfuJihW7TqzFUCDtDVowxajkByIISbZDOvQ=,NEON.PLA.D08.DELA.04432
e40b2eb8-6e59-4660-b20b-51970064973b,3,-29.7,Nc+HNMhlqfuVmfWG3sJo/4ChTahclVRNUzx1tzVVPYE=,NEON.PLA.D08.DELA.04446
ce0e1928-7dc4-4579-952a-a5d5b76498b5,3,-29.7,Nc+HNMhlqfuVmfWG3sJo/4ChTahclVRNUzx1tzVVPYE=,NEON.PLA.D08.DELA.04446
d572860b-0118-47e2-9d10-f597e1e49ef6,2.3,-30.1,Nc+HNMhlqfvvm02IDN9uY7o3BXor7ncY17ih6H4WN/A=,NEON.PLA.D08.DELA.09665
ba77b60e-5aa2-41ee-9bbb-52e2f0ce4f2c,2.2,-29.5,Nc+HNMhlqfs1i/4qlXddoIwx0Sl7TKmuHt+F0flBpZ0=,NEON.PLA.D08.DELA.04470
7dffc9fd-3f11-4fea-ad40-3419eeec2870,3.5,-30.3,Nc+HNMhlqfsgqmncHxB7bZrNuQB+zWH5d3l+E9EKhLs=,NEON.PLA.D08.DELA.04082
20e6d6e7-9dcd-4901-a726-e937e40a6776,2.5,-30.8,Nc+HNMhlqfvifAHEy8/dwXzlq8H4ORqGf/xWgxmPPxo=,NEON.PLA.D08.DELA.09158
f1f0b28d-b75e-4562-b5dd-8f06b2715c1c,2.3,-28.2,Nc+HNMhlqfsb94WmMdNuWIImKxZb8nNw+myuSQtbBHY=,NEON.PLA.D08.DELA.04086
ff2649c1-b832-45bc-bdd8-8428f7d861fd,2.2,-30.5,Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFY54prSAeKL2E=,NEON.PLA.D08.DELA.03583
a06ab37b-7880-4be8-a4e4-c8af988a837a,1.4,-31.7,Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CAk0+6iEtasRg=,NEON.PLA.D08.DELA.03602
62e33b32-cfb4-4d15-8cd8-3fdb9e83723a,1.2,-30.3,Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2BYpY2CBxRPac=,NEON.PLA.D08.DELA.04697
9b09b58b-ce5f-4163-8175-59d0864930f7,0.9,-30.1,Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkqDkuhUiziMOI=,NEON.PLA.D08.DELA.04692
cca5b2a1-01d7-4ad5-9d5b-952c011f5af0,3.9,-29.4,Nc+HNMhlqfuElt3OuXY/n0/UjYMXg263MMHShfxk7P0=,NEON.PLA.D08.DELA.04551
6e2feb39-427b-47d5-a793-32749fc6e19c,2.4,-31.6,Nc+HNMhlqfuElt3OuXY/n7m4j/+0Wu7sEpp1g657JWs=,NEON.PLA.D08.DELA.04528
86e84ec8-872e-465d-a66d-408e1a2983c6,3.8,-29.8,Nc+HNMhlqfu2Elvk5YKLrGmhCtNDa3OalGts2J8xLKg=,NEON.PLA.D08.DELA.12839
030cd49e-2b4e-4d07-adf2-40ab6f523c6b,4.4,-29.6,Nc+HNMhlqftqTy1u6ZC0mcDZhrM56GNrR9qUnVaIwU8=,NEON.PLA.D08.DELA.04943
d31b8179-273c-465f-b7ef-3c12dc8cb962,3.4,-29.9,Nc+HNMhlqfuiM/ESpgon1dGZAo/aOCEku2xVwGdn3gE=,NEON.PLA.D08.DELA.03841
1a257f1d-245a-40b8-abd6-adfcdb6b5d8e,4.5,-26.4,jmTOfpHQ+Zu6wELocwde+/e4kF0nGU+nmQtv5AD+dGE=,NEON.PLA.D08.LENO.00025
6de4b214-9e5b-4104-968f-5f5193d32fe5,4,-29.1,jmTOfpHQ+Zs4NEObMcDzaIoO8CfwakDsmkZxSxwNdgA=,NEON.PLA.D08.LENO.00016
ad1e7b45-3a1d-43db-8b3e-93f885533488,4.8,-28.7,jmTOfpHQ+Ztml3RyqHAM4zkaZGsMbcD9NbqY+hoW6XU=,NEON.PLA.D08.LENO.00079
1f9a7f69-a6d3-4804-9ba4-ffd126eb8c5d,4.7,-28,jmTOfpHQ+Ztml3RyqHAM47/kc4bIqcXHVBsYAVP+djA=,NEON.PLA.D08.LENO.00065
5a9eb432-c06b-4f8b-a286-ad9bc61fa73b,4,-28.5,jmTOfpHQ+ZujS97ycDDHCeDyKa+NA8/B8fBKwrsjba4=,NEON.PLA.D08.LENO.00652
a45729b1-3f6e-4b0a-bbce-603733f97266,3.7,-27.5,jmTOfpHQ+ZujS97ycDDHCRr6ASzhDgigxldA8k0Ey64=,NEON.PLA.D08.LENO.00647
345b1bae-07fa-4f65-b754-727eabc225bc,3.8,-28,jmTOfpHQ+ZsZiNJZ+ry4Tg3iRxQW9Fte1dNlh4YbNOU=,NEON.PLA.D08.LENO.00667
e5686047-2d00-4784-adb8-1afe4d475cd8,1.7,-28.1,jmTOfpHQ+ZsZMjJ+IBWsbRvFmYm1hO1J1tDtfAKAgPM=,NEON.PLA.D08.LENO.00773
405d189f-d5c1-41e6-9df1-c99f674f2b75,1.7,-28,jmTOfpHQ+ZsZMjJ+IBWsbRvFmYm1hO1J1tDtfAKAgPM=,NEON.PLA.D08.LENO.00773
c3c88396-501f-476a-aafd-b9a1c7742ae6,2.5,-31,jmTOfpHQ+ZtF6/ER24Aek3DXLf9pG2Cvz3xw95hmPDk=,NEON.PLA.D08.LENO.00799
ef7d1f25-e0f8-4cde-b61f-ae2f899360dd,1.3,-29.5,jmTOfpHQ+ZsZMjJ+IBWsbWMUZZWtI1HZxMr3IcHkPKU=,NEON.PLA.D08.LENO.00752
d2c37ba5-505a-4dac-b8f0-517a1d5e01ea,1,-29.3,jmTOfpHQ+ZvRAXq72i02G0RXVXFHpQVhdatGKlsB3Oc=,NEON.PLA.D08.LENO.00178
2fad4c37-b688-42ed-bf58-79f284bb9e4c,0.7,-28.4,jmTOfpHQ+ZvRAXq72i02G7YjWbh0/3KhgzlbiozSO/A=,NEON.PLA.D08.LENO.00190
e972ce04-b5ae-4c1d-bcce-d01018580d26,1.4,-27.1,jmTOfpHQ+ZuD7DuvLcKVc/1VgjgdC1KO0P5JSX0cvQY=,NEON.PLA.D08.LENO.00256
8512432d-3e8d-4758-b877-319ca5546063,5.4,-29.8,jmTOfpHQ+ZtNTZjs21STxVgIN+md4HfSCulb34hdZC4=,NEON.PLA.D08.LENO.00240
e7eb111b-fefb-412e-8fc2-7482d79d1703,1.7,-29.2,jmTOfpHQ+Zt6E43sjfdM78457RTgshDXeCz+ZvS6xGI=,NEON.PLA.D08.LENO.08527
4185a744-8eeb-4296-9b7b-af0b80bbff16,-0.3,-28,jmTOfpHQ+Zt6E43sjfdM7/K6oyuf6wUYfMG2Q62BwxE=,NEON.PLA.D08.LENO.08530
325f835d-4e03-4276-b8a7-6dd39a90f546,-1.1,-28.6,jmTOfpHQ+Zu0u/oXwnPihXIZAg1bnCmza9yUoBdPbk0=,NEON.PLA.D08.LENO.08444
c560bbfe-c163-440b-8425-53622bb34b16,0.6,-29.6,jmTOfpHQ+ZsgIjag6hsyJhKyUKh5lckYk0mn75GAjKQ=,NEON.PLA.D08.LENO.08458
0c303ebe-3176-4e10-92bb-28e4634f6cce,1.7,-30.3,jmTOfpHQ+ZthBTYF6lnCHeY3fZ7NuNHpdbYdgNj4ihM=,NEON.PLA.D08.LENO.08425
c89a531f-2680-45cd-8bfe-bc4451261a2f,1.7,-30.3,jmTOfpHQ+ZthBTYF6lnCHeY3fZ7NuNHpdbYdgNj4ihM=,NEON.PLA.D08.LENO.08425
8c5c5c6c-33cd-44fb-bfa1-7d2e5289a42c,2.6,-26.7,jmTOfpHQ+Zt5OT/G06Pds9Z4ITHmVvdgo0UdUFMGBLA=,NEON.PLA.D08.LENO.00631
33a5f9a2-3eff-4fb2-b2a7-60b7471cbd88,5.2,-29.2,jmTOfpHQ+Zsa/2ZyiXAEzNxEe17Q7Qk5q+5hKdrc7fM=,NEON.PLA.D08.LENO.00977
d2c31472-b83f-49a6-a1ca-b6b1da9091a3,0.3,-28.2,jmTOfpHQ+ZsW2lanyum3N+zzXF2yyvfy2CyUlaGoyuY=,NEON.PLA.D08.LENO.14643
e3753dca-9aec-4dcc-8af9-5435be2abe3b,-0.6,-26.5,jmTOfpHQ+ZvavLb238g3up/qRXakXwLeLpuV1+Il2NY=,NEON.PLA.D08.LENO.08852
bbc46954-5b56-46cb-9981-b94c313861d2,1.5,-30.5,jmTOfpHQ+Zs+bBY+IN+U7cTlrwnw+kJXL4S8bIkZLrA=,NEON.PLA.D08.LENO.08763
7c099efe-0c6e-498c-ae41-969021a66547,-3.2,-28.8,8YsBtW+LzBassxoNPqOCfsP6SnXsMbtCJQxYJTchQCM=,NEON.PLA.D08.TALL.03295
286a81d6-b3d8-43d1-95f4-d3e9c83b0555,-2.4,-30.1,8YsBtW+LzBbAWUjQ/Py/wXylj2i3a6ewjwi9J3xqT8w=,NEON.PLA.D08.TALL.00231
403f0406-3d67-45a4-a3b3-9d792387593b,-3.5,-27.5,8YsBtW+LzBYzk8iY5xZI+Azf0kOAAgikXW6N+AMlUNk=,NEON.PLA.D08.TALL.03426
ec6d830b-ae87-44a2-a9c2-fd8f50ca4912,-3,-29.4,8YsBtW+LzBaBNRgmmnlcAtcJtSFF5t0JRNiFpuGWGag=,NEON.PLA.D08.TALL.00213
084babd0-b240-44db-bab8-b46d47b0ba19,-3,-29.4,8YsBtW+LzBaBNRgmmnlcAtcJtSFF5t0JRNiFpuGWGag=,NEON.PLA.D08.TALL.00213
116d175d-7389-4600-8460-1d2babfd4c10,-2.6,-28,8YsBtW+LzBZIhqe20cuOavAv4ImZl4kQ0FAUnD62NHI=,NEON.PLA.D08.TALL.00248
6c2f68a4-1e05-4eee-a463-7c4512eeaa02,-3.8,-30.4,8YsBtW+LzBassxoNPqOCfmqlBFQbOIaEsDYm/J6Hb+A=,NEON.PLA.D08.TALL.03408
a2aea95b-ca5a-4c4f-a394-0a308256d0d0,-5.5,-27.9,8YsBtW+LzBYUtrl3C55a8MkOztb7It+BuskThdGIzu8=,NEON.PLA.D08.TALL.02329
63f2cd3e-f0bd-4f97-9bdc-f6fb2e49e0f7,-3.3,-31.3,8YsBtW+LzBalX5oNx5Y8h6FP+rrxc8yb0wjqxGwntTM=,NEON.PLA.D08.TALL.02342
6cffc771-ac81-42c1-91e5-798ec4067d88,-5.8,-28.2,8YsBtW+LzBZk7IIQRxP4MKSGoPYPQ+jDJuC6zTEw/Jk=,NEON.PLA.D08.TALL.02330
8bdccc86-4bfb-4ab1-b4e1-30823eeb7ca4,-4,-29.9,8YsBtW+LzBZkoqqz3jse/LJxa0R2vLFj75RqYdHCkpI=,NEON.PLA.D08.TALL.01918
8ec30a87-9b53-4e63-97db-ed85a8e1182e,-2.4,-30.1,8YsBtW+LzBaumRUTuUa2OOQteI6cAchRNPcVzjuJ9iw=,NEON.PLA.D08.TALL.01906
2764d735-fd1a-465c-8fa1-816c1a3bb7b1,-3.7,-28.1,8YsBtW+LzBZIcn582PMpH6I41CmT/G3X1nUEq2NGE98=,NEON.PLA.D08.TALL.01903
e9d92722-59b1-4c6c-9762-4ff82880bc58,-3,-29.3,8YsBtW+LzBa4bqYOE8l8PKOG6JWOVejQ6jtB3auPH2I=,NEON.PLA.D08.TALL.00964
33bec206-b0be-4e58-a05b-b03e3ddc886c,-3,-29.3,8YsBtW+LzBa4bqYOE8l8PKOG6JWOVejQ6jtB3auPH2I=,NEON.PLA.D08.TALL.00964
363ba74a-97af-456a-b0d9-fb45d3ed3c2f,-4.6,-29,8YsBtW+LzBanOM6nPxgKM/5eFEOWOUdtvdruu1PyCRI=,NEON.PLA.D08.TALL.00922
7ac48f08-0aa4-4350-b32e-043fc5176022,-2.1,-28.7,8YsBtW+LzBZoC/dzSdnAZgq/QwKOBjpLQ0QosHXH3RY=,NEON.PLA.D08.TALL.01905
992317f5-92ed-463b-9f29-bb9be8d8b315,-3.3,-28.4,8YsBtW+LzBboROEjlsJZMKV8FVNrP+Mrvb+V9wz2Giw=,NEON.PLA.D08.TALL.00925
c4a37cc2-50e3-401f-9aeb-981e91af44aa,-5.7,-29.2,8YsBtW+LzBZoC/dzSdnAZtuokiVPhwr6JNPqUyDXSd8=,NEON.PLA.D08.TALL.02111
ec734e35-f683-4053-9ce9-a7a449183b5b,-3.2,-28.8,8YsBtW+LzBZoC/dzSdnAZnyBFjkM9ZUusW9rG70uS4g=,NEON.PLA.D08.TALL.02155
9711d804-2ed7-4977-9096-6ff41489b073,-3.9,-29.3,8YsBtW+LzBYBYnfepUqqs+rdfHyJssOjZLqXLNzw4+I=,NEON.PLA.D08.TALL.00667
13d76f12-9dc4-493b-acdf-c159efc7640f,-6,-29.6,8YsBtW+LzBYBYnfepUqqs06Bxhj4+adaLgqb5N4p0+g=,NEON.PLA.D08.TALL.00380
689bd190-5935-48a5-87e1-36f987e44fbf,-3.6,-30.5,8YsBtW+LzBbZU6Zj0MjQkLSHNRx9gjMYpJP8hwT3vKg=,NEON.PLA.D08.TALL.00474
26ae15b3-dcad-422f-bd1d-d6812677cede,-2,-28.4,8YsBtW+LzBaQ0JG/YjGQXWa0LLhU/PQbmss51czB4eI=,NEON.PLA.D08.TALL.02782
cc7983a1-78be-4ceb-a516-8a00640cccd8,-2,-28.5,8YsBtW+LzBaQ0JG/YjGQXWa0LLhU/PQbmss51czB4eI=,NEON.PLA.D08.TALL.02782
29a72e57-14e6-440b-afe9-7d8ea7078cd2,-3.4,-27.2,8YsBtW+LzBZ3GiG891H0j0ugWM2GcaLhCCdh9h1cPIs=,NEON.PLA.D08.TALL.02629
3b90d932-0358-4ee9-9646-24ca20f9cd7b,-4.4,-29.9,8YsBtW+LzBa+g+bV8jyHnnF3zuLbFzIxRiqSW3MNAjA=,NEON.PLA.D08.TALL.00995
fad40940-158f-4470-941d-0d60454df217,-4.2,-32.1,8YsBtW+LzBarmyPXj2p36TEqS4grP2lMzdHKTfltXWk=,NEON.PLA.D08.TALL.01106
04c7e488-952c-473b-80ae-0040bcd90a48,-4,-31.3,8YsBtW+LzBa4Jrx76Su1MKhWFH7r1cgzNQ4wHLLe5r0=,NEON.PLA.D08.TALL.01092
d0603182-d93c-490d-a6aa-f4e7316fd820,-4.8,-28.8,8YsBtW+LzBY5k6dHh5HSWsN9G8ZmMR15XvFAgaStn5s=,NEON.PLA.D08.TALL.01834
6345d944-fb67-48c0-bd9c-d719943caea3,-5.3,-29.6,8YsBtW+LzBaere+XsE42kwpqDVIKcVh4kxUYMNvXUdM=,NEON.PLA.D08.TALL.02017
8ce4b523-f6eb-45df-8796-05123788233c,-5,-29.5,8YsBtW+LzBaere+XsE42kwpqDVIKcVh4kxUYMNvXUdM=,NEON.PLA.D08.TALL.02017
486378ad-ac2b-4304-8666-ba0b2c3fa414,-7,-28.4,8YsBtW+LzBaere+XsE42kxN8xKzPF2IYkjVQYk7bJ4g=,NEON.PLA.D08.TALL.02026
ac64a855-6fce-46a9-96b5-66c8bada0b9c,-2.2,-28.8,8YsBtW+LzBZV0iGplBv6sJJCqYV5ZcINt934npZ4d3I=,NEON.PLA.D08.TALL.00562
c4e7b798-41be-4b9e-92ee-38b54bf470ee,-2,-30.3,8YsBtW+LzBZgU626mfJPgWec1/7WFC24EA+8PEUBrrg=,NEON.PLA.D08.TALL.00207
15d2b5fd-77d4-4bb9-96d2-05c1fa5e16b7,-0.8,-28.4,+Bzwz4UdNwSU5gsAdDne07ynO3o3GktYtE3CEi2ae/Q=,NEON.PLA.D11.CLBJ.01604
72e0bbee-64d9-4bcb-83d8-48f7377fed17,-1,-27.5,+Bzwz4UdNwSU5gsAdDne07ynO3o3GktY7eyXTxniqsw=,NEON.PLA.D11.CLBJ.01626
a0fe78b2-60ff-4d12-8f46-932c51b80c2d,-1.9,-25.5,+Bzwz4UdNwSG0wol2osEg1E1CjGXLYprvTXIhJ3vDPk=,NEON.PLA.D11.CLBJ.01009
96c1cc68-3b3e-4cd2-8bd9-9b27f8832061,-2.2,-27.8,+Bzwz4UdNwQYf/ZQCK5zmRdLxJcVl/JmdPLikAvGCmY=,NEON.PLA.D11.CLBJ.01002
