uid,d15N,d13C,sampleID,individualID
29f39105-ff5d-43cc-90b1-9f9985369d85,-1.9,-27.2,+Bzwz4UdNwQYuepfUJobhJLHajbMaQ+0RllsFOTXie4=,NEON.PLA.D11.CLBJ.02536
e7957355-9d73-43b6-8bd5-d95a88c4282a,-2.4,-27.5,+Bzwz4UdNwQYf/ZQCK5zmbU9BDiZIcX3aFlaSARJu9E=,NEON.PLA.D11.CLBJ.02539
e8276cc7-8718-46d2-913c-04fe1002b5eb,-1,-28.1,+Bzwz4UdNwQ53udWiQpPXxASa5MDZ1qEkcYCbqDl6A0=,NEON.PLA.D11.CLBJ.02580
80a898d2-be5f-4d57-897a-c332853d4a02,-1,-28.1,+Bzwz4UdNwQ53udWiQpPXxASa5MDZ1qEkcYCbqDl6A0=,NEON.PLA.D11.CLBJ.02580
23f4f4b2-5ca1-4f2d-a88a-d920e9163516,-0.8,-28.6,+Bzwz4UdNwRm75lM8x4fJBl26iHojXpebp75eDv4hho=,NEON.PLA.D11.CLBJ.00946
f23efa64-1879-4de0-b9e8-13496435f869,-0.9,-28.6,+Bzwz4UdNwRm75lM8x4fJBl26iHojXpebp75eDv4hho=,NEON.PLA.D11.CLBJ.00946
3eb54c95-d633-41b3-9055-0e79017bb7cc,-1.7,-26.3,+Bzwz4UdNwTYEi43NI3OFIXqxKbBj/O0wH0zBSX57b0=,NEON.PLA.D11.CLBJ.00943
8131d086-e043-44d5-a144-c6e627e1a56f,-1.5,-27.7,+Bzwz4UdNwQ9acRmof3NoJG9SKzfhQbdvhFyqPdQT6Q=,NEON.PLA.D11.CLBJ.00988
8b542c2e-b7c5-4cdf-bcfe-b435ecde9f27,-0.7,-27.2,+Bzwz4UdNwQY3pXezZndGeoLzgGN3+Sle4mW8L5O1w8=,NEON.PLA.D11.CLBJ.01030
9c09380c-8ebc-46b2-b906-55e84b070fea,-0.4,-27.6,+Bzwz4UdNwRKSsqgjm3lw4fVy8CXkZnVQE8Hd+e9dD4=,NEON.PLA.D11.CLBJ.02012
efa95cd5-7a42-472f-879d-bc6ebb5789ec,-0.8,-28.2,+Bzwz4UdNwSCLwrJ5CfsPRjNYdbvde9ALERntQi4yS8=,NEON.PLA.D11.CLBJ.01016
508d0d90-c770-4f45-bf7d-87068dca244b,-2.1,-27.5,+Bzwz4UdNwRD2Zgs4cL+0Hlg5CG/P+umm3vhEOfCwWs=,NEON.PLA.D11.CLBJ.02682
87360cbe-47c3-4324-99e6-a983178e406b,-2.9,-28.7,+Bzwz4UdNwSMesmZJNEz9v8QEtgwO5jaDp22C+DQJJA=,NEON.PLA.D11.CLBJ.01550
e58904bd-3fc7-42af-8d67-0323d99b48c6,-1.8,-28.5,+Bzwz4UdNwRVK0vQNLpL6U++dFv27O190p36/lLudyI=,NEON.PLA.D11.CLBJ.01537
cd067e78-be11-474a-9757-b336f0ef1734,-3.5,-27.6,+Bzwz4UdNwSnQNUDx4Ld4Qw8COVu6aBRTxA/j0vPHkk=,NEON.PLA.D11.CLBJ.02138
82d4a896-3d9f-4d8f-8347-1971128a71f1,-4.6,-28.7,+Bzwz4UdNwRJ9+8wTw84aMPTm86UpULwcW6dxbVu1Bc=,NEON.PLA.D11.CLBJ.02177
f227225d-a0a7-416c-930c-08032cc8245f,-0.4,-28.3,+Bzwz4UdNwQfdkOXPZjgHX92ulkkv3JcQoM/dlX5m/I=,NEON.PLA.D11.CLBJ.02184
3add5048-a614-4d95-9f08-0ff152dc54a7,-1.8,-27.3,+Bzwz4UdNwTRVu/no6m2hIWngUh109n2fZXgSN3torI=,NEON.PLA.D11.CLBJ.01777
b1a060b4-6f5c-4477-9b72-45d0c5ae63b6,-3.2,-28.2,+Bzwz4UdNwTd1qvc8bWAR05H0c07TSXgbiEO+bC9HVk=,NEON.PLA.D11.CLBJ.01771
a719c0eb-7da1-422d-90db-7e9178305a14,-3.7,-29.4,+Bzwz4UdNwSrcxGE8Q/cEXmxXAgWKdq2LQGv4voPTB8=,NEON.PLA.D11.CLBJ.02282
b893953c-6341-465b-a464-9f8a9d49a9f1,-3.5,-29.5,+Bzwz4UdNwSrcxGE8Q/cEXmxXAgWKdq2LQGv4voPTB8=,NEON.PLA.D11.CLBJ.02282
fa712cda-4691-44d3-8db6-14a3b0bb715a,-1.6,-26.5,+Bzwz4UdNwQlM/A57uLrHjswbI1Tp5Qm/n76oLlHXaE=,NEON.PLA.D11.CLBJ.01505
469cd3c5-ea91-49f9-b396-c2d576c34c55,-2,-28.5,+Bzwz4UdNwTnEgZceU0rcINYe6ROOsjevfq4yzCBEi4=,NEON.PLA.D11.CLBJ.01511
1ea1381a-ed8b-4a24-a730-f4743232ab51,-3.4,-28,+Bzwz4UdNwRkjoE9n1+vrG6Nv9YL7aYeSLHQGflZyNw=,NEON.PLA.D11.CLBJ.02447
57b5f87d-8e80-4872-b532-ba57ac83d05d,-2.1,-29.4,+Bzwz4UdNwS0pYHFb+XKfVKD1d/le8D+nopD0BPIHSg=,NEON.PLA.D11.CLBJ.02432
c1c39dce-225e-41b8-869c-6bb26c1b9e7e,-1.8,-27.9,+Bzwz4UdNwSCA6yVk99b26f8bD992pVIduTrqyGOOPY=,NEON.PLA.D11.CLBJ.01899
496fa9bf-ab40-4bf5-b362-b107041837b0,-1.4,-29.3,+Bzwz4UdNwSI2PwyzOqlgvK32S0H/4Q++kz2HQGAR1c=,NEON.PLA.D11.CLBJ.01883
fd461620-e015-4f86-8cdf-bd9459cc513e,-1.2,-27.1,+Bzwz4UdNwTCgfzxNjTNGnAixDlweP0Z1//7BmFa72c=,NEON.PLA.D11.CLBJ.02687
25aa6d4d-f245-48de-871c-065d1990265c,-1.8,-24.8,+Bzwz4UdNwQV+nFEoQN1pMjy0zGNlaF2vKIckJnD0xk=,NEON.PLA.D11.CLBJ.00604
b4e5b5a3-2a08-4d2b-a3a8-109f7cac81c4,-0.7,-26.9,+Bzwz4UdNwSQRpgwYyYyZnUDJabugCnVsSzWrNsoeF0=,NEON.PLA.D11.CLBJ.00057
aa72298a-712c-4df2-9f91-ea5f3c919036,-0.1,-28.3,+Bzwz4UdNwSSEaeoNeB0LSj92e+bEL7i2kWMYE8mZW4=,NEON.PLA.D11.CLBJ.00091
99c6b0c3-30f0-4034-a1ce-ac3c328934e5,-1.9,-26.3,+Bzwz4UdNwTTFpkdwjCOfzXWjoOSZc/Y++vVeMaQw74=,NEON.PLA.D11.CLBJ.00088
42676379-42fc-45cb-9c7b-572185f30004,-1,-26.7,+Bzwz4UdNwTDG1FeT5z6BjCmw7LJztJ+0ZaZDP9cEbc=,NEON.PLA.D11.CLBJ.00133
b75c38f8-9c4d-4255-a00d-056850d40634,-4.7,-23.6,S9R44vg6v2+pbBt1VnwnmZovHsx9Mz5wxzF9bGfySJI=,NEON.PLA.D13.MOAB.00631
6e07afd2-ac8d-4d4f-b8b1-99056b91309b,-5.4,-24.7,S9R44vg6v2+pbBt1Vnwnmfa1JJaWIQDYnwmGkrP5jK8=,NEON.PLA.D13.MOAB.00656
dacbd79e-2d68-4f9e-ae66-2fcbba4aa213,-4.2,-24.4,S9R44vg6v28Ulz9XyZYlkYUtUIBo+Vkwc3uK7P8rImo=,NEON.PLA.D13.MOAB.00691
0d893af7-2001-4ceb-83c7-2060470abc6e,-5.1,-24.7,S9R44vg6v2+upPaIqgO8BUIbj0jSV//6SNvuQx7vmgo=,NEON.PLA.D13.MOAB.00518
a3b2a3aa-86fc-4ad2-8118-3dec59171ac0,-3.3,-25.2,S9R44vg6v2+rbr4HBpNCWCfM95HLN8uWQ9EecnX5HB8=,NEON.PLA.D13.MOAB.00548
3639d2e2-4140-4eb8-91ac-c43a93114a85,2.6,-25.8,S9R44vg6v2/9NxS7VLe+v93SFNmWzzzlc7OsK94UnIc=,NEON.PLA.D13.MOAB.00396
fb36c6d7-491f-402d-bf31-d7fa9b2edf7a,1,-26.1,S9R44vg6v2/9NxS7VLe+v65ryXHEK48zCYsY8PvrdS8=,NEON.PLA.D13.MOAB.00503
6a49d688-3182-4eeb-951a-01168dc1fc62,-0.1,-25.8,S9R44vg6v2/9NxS7VLe+v7/5M5ATASQl0NtemjEGIsI=,NEON.PLA.D13.MOAB.00398
980ab87b-111b-419f-a83f-4daffff78753,1,-25.4,NrWJnEy30pYr4GLSTAZ24yN8oL+QHJhidXI7U0chpHA=,NEON.PLA.D14.JORN.02699
c52ed8f2-d3e2-49d8-95a5-9a9f4beee56d,1.3,-25.2,NrWJnEy30pZRljXI+FTyc/uwdhyAYSe+mwqvQkYrQcM=,NEON.PLA.D14.JORN.02697
7dc26ceb-8ffa-4cd0-98d1-b12295ee8049,1.3,-25.2,NrWJnEy30pZRljXI+FTyc/uwdhyAYSe+mwqvQkYrQcM=,NEON.PLA.D14.JORN.02697
5b98f2a0-b654-44e4-afa6-3e6389469650,0.6,-25.4,NrWJnEy30pYsOLt0P8zpUfj1NcQEr+t2fQ9QGvrUo0Q=,NEON.PLA.D14.JORN.02598
bd187303-08ba-4c33-b88e-cf14663a6954,4.2,-25.1,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlrb6gGDqgQNLM=,NEON.PLA.D14.JORN.02599
9418d4a1-07cc-447a-ba9d-8538bef4a1f2,2.3,-25.8,NrWJnEy30pZRljXI+FTyc2s84MxjG5P116haV5NqLeg=,NEON.PLA.D14.JORN.02695
0666700c-7000-43f8-a41d-b28df528da00,2.4,-27.6,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBGf9qQJCGu18=,NEON.PLA.D14.JORN.02694
af3844d5-03ab-4710-a59d-774d388f79b7,3.4,-27.1,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NEON.PLA.D14.JORN.02693
1c2bcd7a-224d-42c0-b64f-f8cff3b602fb,2.4,-25.1,NrWJnEy30pYsOLt0P8zpUQFLD1rsG2GuICMSV89HMug=,NEON.PLA.D14.JORN.02600
0a114adc-2fdb-4f96-83cf-a20d1ffd2e53,0.8,-25.7,NrWJnEy30pYYaqb65P/txHFwP9Z0aO6ygWU5e8VKz3c=,NEON.PLA.D14.JORN.02691
3e907e25-f2ad-458f-bbd4-89a81fdd9623,1.1,-26.9,NrWJnEy30pYYaqb65P/txO5jwjDE4jV+zyxfJFzQ71k=,NEON.PLA.D14.JORN.02690
5b21711b-368a-4c14-8d43-72ab561c59be,2.8,-25.2,NrWJnEy30pYYaqb65P/txAQ6d6fMomPN9ZHLrVSVYc8=,NEON.PLA.D14.JORN.02689
e5f469f3-a3f0-4f8c-8af2-39220ebdf62e,0.7,-26.7,NrWJnEy30pawL8XCla3vZP1vxd27/TQfc8ZDCj6nzvA=,NEON.PLA.D14.JORN.02688
28a2cf41-1a92-4da0-873f-f52eb8615447,4.7,-15.6,NrWJnEy30pZHsQu/3QeAH0+gm9/8oaQNVL5O+Y0Q6+M=,NEON.PLA.D14.JORN.00038
313d8f87-10db-486e-9530-d98a00401b41,5.2,-16.1,NrWJnEy30pZHsQu/3QeAHxDYA7SRCH6Ln6MSWKjCFxw=,NEON.PLA.D14.JORN.02594
126554b4-70cf-4cdc-9f4f-de9357b5bb17,5,-15.3,NrWJnEy30palUinYjroI3zRhb1IGYlUS0nD+e5sRSWw=,NEON.PLA.D14.JORN.02682
b9e8dd65-768d-45f5-83b4-4e8cc0170b24,5,-15.3,NrWJnEy30palUinYjroI3zRhb1IGYlUS0nD+e5sRSWw=,NEON.PLA.D14.JORN.02682
19e16c56-30ce-48d5-bfbb-ef92a766f5d3,1.4,-26.5,NrWJnEy30pbt+dOpNyz1JdofK3GzcQ0vYd+AoK23POI=,NEON.PLA.D14.JORN.02681
01c64be9-8990-41d8-8ae9-3444313fc3b6,1.1,-23.6,NrWJnEy30pZbEqIOrdFqU6qtuZr16K9TZQTGgRAVXUc=,NEON.PLA.D14.JORN.02957
b0d4a8fd-bad2-4f8b-957f-b12a935ab6ad,6.8,-15.2,NrWJnEy30palUinYjroI36BhichcXPGokQZCBturk38=,NEON.PLA.D14.JORN.00027
7f289937-cf90-406d-947f-d8a8626e6005,-2.2,-26.7,2kN0Z0OxE8E+lZV9RHONKqDs6ZKapv+0u7oG7Emx5WE=,NEON.PLA.D17.SJER.00155
e46e45da-3de2-4623-9f8e-1298ea4d8fb5,-1.8,-25.7,2kN0Z0OxE8GnauhgI/8jSJpeoaSip4Y/FCxFs7NemNc=,NEON.PLA.D17.SJER.00291
3598ee0a-c431-409f-8af5-d02143af1574,-1.6,-29.9,2kN0Z0OxE8GoTaF3l2eqwKj52kbWxr61oywLpDSGm6Y=,NEON.PLA.D17.SJER.04422
418f2213-b02c-425c-9cc2-6f2025f67224,-1.7,-28.7,2kN0Z0OxE8FufroDTO/Jjpr0TrwPlb+xOHccQZBen58=,NEON.PLA.D17.SJER.04051
11440bb6-a9a1-439f-a93e-2d03f000394d,-0.6,-28.5,2kN0Z0OxE8EAWNsz9V0k7ht/rPnqpg87YBYVo0QVsXY=,NEON.PLA.D17.SJER.00241
13e5e47f-f04e-46d2-971f-d5bdd05fbfea,-0.8,-25.2,2kN0Z0OxE8HugOOS5aI78UJ06dBBkK4h1prhWWePPAk=,NEON.PLA.D17.SJER.04940
395fb661-746b-4882-9f02-aad22897dcdf,-2.2,-28.1,2kN0Z0OxE8GyduLCKugxGNFIU3+a/qPoMrhTZoS3228=,NEON.PLA.D17.SJER.04990
b0b5d4f1-b014-4f5a-ba5b-85f0ee5eac72,-3,-27,2kN0Z0OxE8GjYELjXDBJboeoXCj1L+HRzFVRlGfQB+Y=,NEON.PLA.D17.SJER.04192
2a50db13-3e5d-4263-8a3f-b23500e98ebf,-2.9,-27,2kN0Z0OxE8GjYELjXDBJboeoXCj1L+HRzFVRlGfQB+Y=,NEON.PLA.D17.SJER.04192
039e378c-53af-4774-849e-9037cc405b13,-3.4,-26.4,2kN0Z0OxE8F8MADKxc+rjmuSdY4D/cqSVLV20xmvIZE=,NEON.PLA.D17.SJER.04193
d934708f-9bbd-4acf-9cd2-f0366d6ac7a4,-5,-29.5,P3kunhL9imCL7IL5J5RpwgmZI8nm9yVd2cYIWO0NCWA=,NEON.PLA.D17.SOAP.02811
3cd0c31c-ba19-4623-a72b-761f74b30755,-5.1,-26,P3kunhL9imAfVlcYyDBLENnYurhA6sSyzQiyctCa6Fc=,NEON.PLA.D17.SOAP.00302
cfb6ee86-69c7-4973-96b5-5fe95666eeed,-3.9,-29.7,P3kunhL9imDuWescO8pkuXaAyVGREIwyp8voGRAb5N4=,NEON.PLA.D17.SOAP.03860
a81d76bb-56b9-40ba-bd35-9f27cd429a88,-4.5,-25.7,P3kunhL9imBoGOImDD3OMe8+Vq8OHhbGRXivA95BtUY=,NEON.PLA.D17.SOAP.03857
61b85baa-aee3-4dec-979a-150370d01239,-7,-28.6,P3kunhL9imA6EGMWPAbDtXxl9hQrnuRP7SgnPayoiRQ=,NEON.PLA.D17.SOAP.03494
184b0c43-58fc-4f7f-8aad-5f8fa0f700eb,-5.2,-29,P3kunhL9imCcaNqq5lNo5Xf42nSK+coV/dkqC8pfpnA=,NEON.PLA.D17.SOAP.03497
37f25fef-4a8f-46a2-a1a3-f904b4376aba,-5.3,-28.2,P3kunhL9imDJgYPbZUw0bVzgti8BJJchRt/ztvJS2NE=,NEON.PLA.D17.SOAP.03512
dc7bc7ad-26b6-4789-8bd0-cabb2e2eb1c4,-5,-29.1,gl9c5nxc3EPokhq2dcqGg5LeyZQm6CRsKhijUAzeXpM=,NEON.PLA.D19.DEJU.00413
22e5a114-4647-40af-9a6c-73f94ad112ad,-4.5,-27.4,gl9c5nxc3EPokhq2dcqGg5Z5UElL0WDo5c7prtv201I=,NEON.PLA.D19.DEJU.00301
ae3e3ca6-8b7f-470f-96d9-8a59358d33d4,-3.7,-27,gl9c5nxc3ENwIAmCZtgwheTTY5e2wuEwDorVoGTm5Sc=,NEON.PLA.D19.DEJU.03138
5cb37552-8dfd-4363-a775-29a0c70e0263,-1.3,-26.9,gl9c5nxc3EN+jeDkI8nFrhHMz5BcCPCU7LwEecCgETg=,NEON.PLA.D19.DEJU.01075
e92b3342-4269-4538-aab5-82f14f3775e2,-1.1,-27.6,gl9c5nxc3EN+jeDkI8nFrie1HjwcKUZE1OBrhifSxek=,NEON.PLA.D19.DEJU.01041
a818eef2-a66e-4eae-9280-2e4b98c93560,-1.3,-27.3,gl9c5nxc3EN+jeDkI8nFrho8UwEnNOT5ueDpQEtKRkQ=,NEON.PLA.D19.DEJU.01206
ec2bf7d1-e7f0-4a77-9dec-0c654635a8f2,-8.1,-28.7,gl9c5nxc3EPzK7MYfbW77i5iMl+ksl98Z2OeEtagf6c=,NEON.PLA.D19.DEJU.03952
84a9ad50-9330-4f04-acd0-7988aef022c7,-9.3,-29.3,gl9c5nxc3EPzK7MYfbW77g0fVS+34D7hB/lVy6IjMEY=,NEON.PLA.D19.DEJU.03403
ae46217c-aea9-4dd4-8c4e-ab6aa52fc6d4,-9.6,-28.1,gl9c5nxc3EPzK7MYfbW77urp9cyq++TsaYkeOmCKAzM=,NEON.PLA.D19.DEJU.03949
424e2a3b-a257-45a7-a78f-e939cd72d698,-3.7,-29,gl9c5nxc3EOtO7tZc424iL8rKeRL5AW6RgbqR6z87C8=,NEON.PLA.D19.DEJU.03231
a84628b8-8aba-4f9f-ad3a-d0c62b9236d5,-3.9,-29.8,gl9c5nxc3ENwIAmCZtgwhayMct6s0fKA5VlR5MYQSmE=,NEON.PLA.D19.DEJU.03236
4a7094de-4c5d-4c30-83a4-189f82ef2d4a,-3.6,-29.5,gl9c5nxc3ENwIAmCZtgwhayMct6s0fKA5VlR5MYQSmE=,NEON.PLA.D19.DEJU.03236
90aec9c2-4604-4177-a7c4-0a4c64267096,-2.2,-28,gl9c5nxc3EN7BaCT9QKJVlrnk4TUEuaNMbKffl6UdSc=,NEON.PLA.D19.DEJU.03620
9ada1313-d420-4e3c-ab1b-3c5b423bf4fd,-6.4,-29.1,gl9c5nxc3END9bGn2y0YOVQt7+dWIUlt8Bs23u0VK8A=,NEON.PLA.D19.DEJU.03563
166c7c08-f8a6-42fa-83a2-801c9e5861b9,-4.7,-28.2,gl9c5nxc3EN7BaCT9QKJVi6IXE27YUxGCNSWqpQw8JY=,NEON.PLA.D19.DEJU.03621
7f0718ec-9bb2-41b9-9f26-e002dfcf2374,-6.2,-29,gl9c5nxc3EOCwJwmyBLWt0fwl7F2cCfKTk4PlaSr110=,NEON.PLA.D19.DEJU.02925
6dd3ec32-f1cb-444a-a3bf-802e29b8768e,-5.7,-29.9,gl9c5nxc3EOCwJwmyBLWt4N5R2sJi+vzC65+7V5BR3o=,NEON.PLA.D19.DEJU.02928
dc20d485-2d55-4ae2-9d31-95f96c57e88d,-4.3,-28.9,gl9c5nxc3EOCwJwmyBLWty9U2YY5Xt6U8HxQqfHrFAM=,NEON.PLA.D19.DEJU.02952
eecde996-adc1-4fb9-b95c-a15558f612e2,-4.2,-30.8,gl9c5nxc3EPW69DPtMWceqxC/k1F6VdCBUIZSnhswro=,NEON.PLA.D19.DEJU.02404
d07c09a9-f4a7-4ab5-9202-6f9e263f0393,-4.7,-28,gl9c5nxc3EPJ9yLCrELBlB+zsL8sKDEMUyvK6hHcCG0=,NEON.PLA.D19.DEJU.02410
33a08178-35ad-4fe0-bbff-0bf7bc342611,-3.7,-29.8,gl9c5nxc3EPW69DPtMWcepm8JVOuDlm95h3uQTTZk78=,NEON.PLA.D19.DEJU.02409
5ba62479-177d-49ee-a81e-414e22df6472,-6.3,-28.9,gl9c5nxc3EOgNktBNQN7gySGAKcevMMDGKPRhXcqry0=,NEON.PLA.D19.DEJU.00855
29046e97-b4b4-4e0d-a869-a6161ec28a4c,-6.1,-28.9,gl9c5nxc3EOgNktBNQN7gySGAKcevMMDGKPRhXcqry0=,NEON.PLA.D19.DEJU.00855
9466f3e1-ad19-491f-84ab-72b7fbf28186,-3.3,-28.7,gl9c5nxc3EOgNktBNQN7g7Vid4UqLsx0gsRH+aW+WBM=,NEON.PLA.D19.DEJU.00775
